rule_id,rule_type,feature,scope,scope_value,metric,severity,text
8101ca25,Heterogeneity,occasions,Brand,Fanta,Likeability_Love_Like_T2B,medium,"Occasions is +3.5pp globally on Likeability, but -1.6pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
31f72ddc,Heterogeneity,occasions,Brand,Sprite,SCD_score,high,"Occasions is +10.8pp globally on SCD Score, but -3.9pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
3966b52e,Heterogeneity,occasions,Brand,Fanta,SCD_score,high,"Occasions is +10.8pp globally on SCD Score, but -3.7pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
2d08c8b0,Heterogeneity,occasions,Brand,Del Valle,SCD_score,high,"Occasions is +10.8pp globally on SCD Score, but -6.2pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
4f201b27,Heterogeneity,passion_point,Brand,Coca-Cola Zero / No Sugar,Persuasion_T2B,high,"Passion Point is +2.7pp globally on Persuasion, but -3.4pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
562e3d5a,Heterogeneity,passion_point,Brand,Sprite,Likeability_Love_Like_T2B,medium,"Passion Point is +3.4pp globally on Likeability, but -1.8pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
42a373f6,Heterogeneity,passion_point,Brand,Thums Up,SCD_score,high,"Passion Point is +2.3pp globally on SCD Score, but -9.5pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
162528aa,Heterogeneity,intrinsic_elements,Brand,Del Valle,Attention_T2B,medium,"Intrinsic Elements is +2.1pp globally on Attention, but -2.4pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
12822e99,Heterogeneity,intrinsic_elements,Brand,Pepsi Max / Black,Attention_T2B,medium,"Intrinsic Elements is +2.1pp globally on Attention, but -1.6pp in Brand=Pepsi Max / Black. Reversal — drill into Brand split before briefing."
a366f2d2,Heterogeneity,intrinsic_elements,Brand,Del Valle,Likeability_Love_Like_T2B,high,"Intrinsic Elements is +3.1pp globally on Likeability, but -4.6pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
6ae790f1,Heterogeneity,intrinsic_elements,Brand,Del Valle,SCD_score,high,"Intrinsic Elements is +2.3pp globally on SCD Score, but -6.1pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
0d092742,Heterogeneity,intrinsic_elements,Brand,Fuze Tea,SCD_score,high,"Intrinsic Elements is +2.3pp globally on SCD Score, but -4.0pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
6f39010f,Heterogeneity,food,Brand,Thums Up,Attention_T2B,high,"Food is +1.8pp globally on Attention, but -3.5pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
03598339,Heterogeneity,food,Brand,Sprite,Persuasion_T2B,medium,"Food is +3.0pp globally on Persuasion, but -1.6pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
0170cdc4,Heterogeneity,food,Brand,Del Valle,Persuasion_T2B,medium,"Food is +3.0pp globally on Persuasion, but -1.5pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
f4770dac,Heterogeneity,food,Brand,Sprite,SCD_score,medium,"Food is +4.8pp globally on SCD Score, but -2.6pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
bbc7ce75,Heterogeneity,food,Brand,Thums Up,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -23.3pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
819bf609,Heterogeneity,seasonal,Brand,Coca-Cola Zero / No Sugar,Attention_T2B,high,"Seasonal is +2.1pp globally on Attention, but -7.2pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
c6e3158f,Heterogeneity,seasonal,Brand,Sprite,Attention_T2B,high,"Seasonal is +2.1pp globally on Attention, but -3.1pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
a6e7de74,Heterogeneity,seasonal,Brand,Fanta,Attention_T2B,high,"Seasonal is +2.1pp globally on Attention, but -7.2pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
e96956de,Heterogeneity,seasonal,Brand,Coca-Cola Zero / No Sugar,Likeability_Love_Like_T2B,high,"Seasonal is +2.8pp globally on Likeability, but -5.9pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
6d7413b1,Heterogeneity,seasonal,Brand,Sprite,Likeability_Love_Like_T2B,high,"Seasonal is +2.8pp globally on Likeability, but -7.1pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
d0d6486a,Heterogeneity,seasonal,Brand,Fanta,Likeability_Love_Like_T2B,high,"Seasonal is +2.8pp globally on Likeability, but -9.1pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
21b42508,Heterogeneity,seasonal,Brand,Sprite,SCD_score,high,"Seasonal is +8.6pp globally on SCD Score, but -4.6pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
34bd7e54,Heterogeneity,seasonal,Brand,Fanta,SCD_score,medium,"Seasonal is +8.6pp globally on SCD Score, but -2.9pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
f769d86b,Heterogeneity,additional_elements_and_product_placement,Brand,Sprite,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
85b96d59,Heterogeneity,emotions,Brand,Sprite,Attention_T2B,high,"Emotions is +2.6pp globally on Attention, but -3.6pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
95640dec,Heterogeneity,emotions,Brand,Sprite,Persuasion_T2B,high,"Emotions is +3.2pp globally on Persuasion, but -6.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
b6c0b318,Heterogeneity,emotions,Brand,Sprite,Likeability_Love_Like_T2B,high,"Emotions is +3.6pp globally on Likeability, but -8.4pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
d990bbee,Heterogeneity,emotions,Brand,Coca-Cola / Coca-Cola Classic,SCD_score,medium,"Emotions is +1.9pp globally on SCD Score, but -1.9pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
850de532,Heterogeneity,emotions,Brand,Sprite,SCD_score,high,"Emotions is +1.9pp globally on SCD Score, but -15.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
5bc6e2e8,Heterogeneity,music_style,Brand,Fanta,Attention_T2B,medium,"Music Style is +3.8pp globally on Attention, but -2.2pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
8c72aae6,Heterogeneity,music_style,Brand,Fanta,Persuasion_T2B,high,"Music Style is +1.2pp globally on Persuasion, but -4.1pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
7af4c6ff,Heterogeneity,music_style,Brand,Fanta,Likeability_Love_Like_T2B,medium,"Music Style is +4.0pp globally on Likeability, but -2.9pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
60957c13,Heterogeneity,music_style,Brand,Sprite,SCD_score,high,"Music Style is +3.9pp globally on SCD Score, but -5.4pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
c151a605,Heterogeneity,music_style,Brand,Fanta,SCD_score,medium,"Music Style is +3.9pp globally on SCD Score, but -2.5pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
0c6c16d4,Heterogeneity,moments,Brand,Coca-Cola / Coca-Cola Classic,SCD_score,medium,"Moments is +2.2pp globally on SCD Score, but -2.6pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
bcc8443f,Heterogeneity,fashion_style,Brand,Coca-Cola / Coca-Cola Classic,SCD_score,high,"Fashion Style is +10.0pp globally on SCD Score, but -3.2pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
69b511fd,Heterogeneity,human_presence,Market,Chile,Attention_T2B,medium,"Human is +1.2pp globally on Attention, but -1.5pp in Market=Chile. Reversal — drill into Market split before briefing."
ce973e3b,Heterogeneity,human_presence,Market,Chile,Persuasion_T2B,medium,"Human is +1.4pp globally on Persuasion, but -2.5pp in Market=Chile. Reversal — drill into Market split before briefing."
7b0e9c20,Heterogeneity,human_presence,Market,Ecuador,Likeability_Love_Like_T2B,medium,"Human is +2.2pp globally on Likeability, but -1.6pp in Market=Ecuador. Reversal — drill into Market split before briefing."
90b89387,Heterogeneity,human_presence,Market,Vietnam,Likeability_Love_Like_T2B,medium,"Human is +2.2pp globally on Likeability, but -2.8pp in Market=Vietnam. Reversal — drill into Market split before briefing."
ea0621de,Heterogeneity,food_presence,Market,Belgium,Attention_T2B,medium,"Food is +2.3pp globally on Attention, but -1.6pp in Market=Belgium. Reversal — drill into Market split before briefing."
d58a79f0,Heterogeneity,food_presence,Market,Chile,Attention_T2B,medium,"Food is +2.3pp globally on Attention, but -2.6pp in Market=Chile. Reversal — drill into Market split before briefing."
207252b8,Heterogeneity,food_presence,Market,Belgium,Likeability_Love_Like_T2B,medium,"Food is +4.0pp globally on Likeability, but -2.2pp in Market=Belgium. Reversal — drill into Market split before briefing."
1c0f461f,Heterogeneity,food_presence,Market,Australia,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -9.8pp in Market=Australia. Reversal — drill into Market split before briefing."
c9de1f0c,Heterogeneity,food_presence,Market,Belgium,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -8.8pp in Market=Belgium. Reversal — drill into Market split before briefing."
ed57c91a,Heterogeneity,food_presence,Market,Chile,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -4.0pp in Market=Chile. Reversal — drill into Market split before briefing."
b426f339,Heterogeneity,food_presence,Market,Spain,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -4.2pp in Market=Spain. Reversal — drill into Market split before briefing."
92628b79,Heterogeneity,food_presence,Market,Romania,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -5.1pp in Market=Romania. Reversal — drill into Market split before briefing."
7d51a58b,Heterogeneity,product_presence,Market,United States,Attention_T2B,medium,"Product is +1.0pp globally on Attention, but -1.5pp in Market=United States. Reversal — drill into Market split before briefing."
62d5a972,Heterogeneity,product_presence,Market,Indonesia,Persuasion_T2B,medium,"Product is +2.0pp globally on Persuasion, but -1.6pp in Market=Indonesia. Reversal — drill into Market split before briefing."
3d6aa0bf,Heterogeneity,product_presence,Market,Ecuador,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -6.2pp in Market=Ecuador. Reversal — drill into Market split before briefing."
d886a191,Heterogeneity,product_presence,Market,Indonesia,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -9.1pp in Market=Indonesia. Reversal — drill into Market split before briefing."
4ee30153,Heterogeneity,product_presence,Market,Thailand,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -4.2pp in Market=Thailand. Reversal — drill into Market split before briefing."
678a45c7,Heterogeneity,product_presence,Market,United States,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -6.0pp in Market=United States. Reversal — drill into Market split before briefing."
7cbd9d2a,Heterogeneity,animals_and_pets_presence,Market,Brazil,Persuasion_T2B,medium,"Animals And Pets is +1.4pp globally on Persuasion, but -2.5pp in Market=Brazil. Reversal — drill into Market split before briefing."
e126339d,Heterogeneity,animals_and_pets_presence,Market,Argentina,SCD_score,high,"Animals And Pets is +8.7pp globally on SCD Score, but -3.4pp in Market=Argentina. Reversal — drill into Market split before briefing."
9b850b31,Heterogeneity,animals_and_pets_presence,Market,Brazil,SCD_score,high,"Animals And Pets is +8.7pp globally on SCD Score, but -7.9pp in Market=Brazil. Reversal — drill into Market split before briefing."
d3feb2d7,Heterogeneity,indoors,Market,Egypt,Attention_T2B,medium,"Indoors is +3.5pp globally on Attention, but -1.5pp in Market=Egypt. Reversal — drill into Market split before briefing."
01a25c2d,Heterogeneity,indoors,Market,Australia,Persuasion_T2B,medium,"Indoors is +3.2pp globally on Persuasion, but -1.6pp in Market=Australia. Reversal — drill into Market split before briefing."
9a9e1687,Heterogeneity,indoors,Market,Chile,Persuasion_T2B,medium,"Indoors is +3.2pp globally on Persuasion, but -2.3pp in Market=Chile. Reversal — drill into Market split before briefing."
cca76660,Heterogeneity,indoors,Market,Egypt,Persuasion_T2B,medium,"Indoors is +3.2pp globally on Persuasion, but -1.9pp in Market=Egypt. Reversal — drill into Market split before briefing."
1fc0326b,Heterogeneity,indoors,Market,Australia,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -6.7pp in Market=Australia. Reversal — drill into Market split before briefing."
f9e1f8c7,Heterogeneity,indoors,Market,Chile,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -4.0pp in Market=Chile. Reversal — drill into Market split before briefing."
c6955901,Heterogeneity,indoors,Market,Egypt,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -3.1pp in Market=Egypt. Reversal — drill into Market split before briefing."
36ddf551,Heterogeneity,indoors,Market,Indonesia,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -7.3pp in Market=Indonesia. Reversal — drill into Market split before briefing."
e615af32,Heterogeneity,outdoors,Market,Belgium,SCD_score,high,"Outdoors is +7.1pp globally on SCD Score, but -4.4pp in Market=Belgium. Reversal — drill into Market split before briefing."
ee89778a,Heterogeneity,outdoors,Market,Egypt,SCD_score,high,"Outdoors is +7.1pp globally on SCD Score, but -3.1pp in Market=Egypt. Reversal — drill into Market split before briefing."
dd587446,Heterogeneity,outdoors,Market,Italy,SCD_score,high,"Outdoors is +7.1pp globally on SCD Score, but -4.0pp in Market=Italy. Reversal — drill into Market split before briefing."
afea0b5c,Heterogeneity,outdoors,Market,South Korea,SCD_score,high,"Outdoors is +7.1pp globally on SCD Score, but -3.6pp in Market=South Korea. Reversal — drill into Market split before briefing."
4ea2dbf0,Heterogeneity,color_spectrum,Market,South Africa,Likeability_Love_Like_T2B,medium,"Color Spectrum is +3.8pp globally on Likeability, but -2.4pp in Market=South Africa. Reversal — drill into Market split before briefing."
ec626b12,Heterogeneity,color_spectrum,Market,Spain,SCD_score,high,"Color Spectrum is +8.9pp globally on SCD Score, but -8.3pp in Market=Spain. Reversal — drill into Market split before briefing."
a8bc2bba,Heterogeneity,color_spectrum,Market,South Africa,SCD_score,high,"Color Spectrum is +8.9pp globally on SCD Score, but -5.7pp in Market=South Africa. Reversal — drill into Market split before briefing."
3665b354,Heterogeneity,tone,Market,Canada,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.6pp in Market=Canada. Reversal — drill into Market split before briefing."
c3c40df9,Heterogeneity,tone,Market,Ecuador,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.7pp in Market=Ecuador. Reversal — drill into Market split before briefing."
7eded05b,Heterogeneity,tone,Market,Egypt,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.8pp in Market=Egypt. Reversal — drill into Market split before briefing."
8872de2c,Heterogeneity,tone,Market,Norway,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.7pp in Market=Norway. Reversal — drill into Market split before briefing."
7a8da544,Heterogeneity,tone,Market,Romania,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -2.4pp in Market=Romania. Reversal — drill into Market split before briefing."
b1a3739b,Heterogeneity,tone,Market,Turkey,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.8pp in Market=Turkey. Reversal — drill into Market split before briefing."
4fb06b6d,Heterogeneity,tone,Market,United States,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -1.8pp in Market=United States. Reversal — drill into Market split before briefing."
90e6a168,Heterogeneity,tone,Market,Ecuador,Likeability_Love_Like_T2B,medium,"Tone is +3.3pp globally on Likeability, but -2.3pp in Market=Ecuador. Reversal — drill into Market split before briefing."
c027d632,Heterogeneity,tone,Market,Egypt,Likeability_Love_Like_T2B,medium,"Tone is +3.3pp globally on Likeability, but -1.6pp in Market=Egypt. Reversal — drill into Market split before briefing."
aa61afa5,Heterogeneity,products,Market,Chile,Persuasion_T2B,medium,"Products is +2.0pp globally on Persuasion, but -2.7pp in Market=Chile. Reversal — drill into Market split before briefing."
96b97ea2,Heterogeneity,products,Market,Indonesia,Persuasion_T2B,medium,"Products is +2.0pp globally on Persuasion, but -1.9pp in Market=Indonesia. Reversal — drill into Market split before briefing."
19c26af9,Heterogeneity,products,Market,Nigeria,Persuasion_T2B,medium,"Products is +2.0pp globally on Persuasion, but -2.1pp in Market=Nigeria. Reversal — drill into Market split before briefing."
19d7a599,Heterogeneity,products,Market,Vietnam,Likeability_Love_Like_T2B,medium,"Products is +1.6pp globally on Likeability, but -1.9pp in Market=Vietnam. Reversal — drill into Market split before briefing."
e2076aaf,Heterogeneity,products,Market,Chile,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -7.1pp in Market=Chile. Reversal — drill into Market split before briefing."
b4e017c3,Heterogeneity,products,Market,Ecuador,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -7.6pp in Market=Ecuador. Reversal — drill into Market split before briefing."
a92a89e3,Heterogeneity,products,Market,Indonesia,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -7.0pp in Market=Indonesia. Reversal — drill into Market split before briefing."
66f8136b,Heterogeneity,products,Market,Nigeria,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -4.0pp in Market=Nigeria. Reversal — drill into Market split before briefing."
a077a07f,Heterogeneity,products,Market,United States,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -4.1pp in Market=United States. Reversal — drill into Market split before briefing."
5255300b,Heterogeneity,products,Market,Vietnam,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -3.1pp in Market=Vietnam. Reversal — drill into Market split before briefing."
f8b3f4c1,Heterogeneity,passion_point,Market,Australia,Attention_T2B,high,"Passion Point is +3.0pp globally on Attention, but -3.2pp in Market=Australia. Reversal — drill into Market split before briefing."
4a6d26e1,Heterogeneity,passion_point,Market,Egypt,Attention_T2B,medium,"Passion Point is +3.0pp globally on Attention, but -1.7pp in Market=Egypt. Reversal — drill into Market split before briefing."
e20eaed0,Heterogeneity,passion_point,Market,Norway,Attention_T2B,medium,"Passion Point is +3.0pp globally on Attention, but -2.8pp in Market=Norway. Reversal — drill into Market split before briefing."
e1610819,Heterogeneity,passion_point,Market,Australia,Persuasion_T2B,medium,"Passion Point is +2.7pp globally on Persuasion, but -2.4pp in Market=Australia. Reversal — drill into Market split before briefing."
eacb8ef7,Heterogeneity,passion_point,Market,Egypt,Persuasion_T2B,medium,"Passion Point is +2.7pp globally on Persuasion, but -1.5pp in Market=Egypt. Reversal — drill into Market split before briefing."
c275f1de,Heterogeneity,passion_point,Market,Australia,Likeability_Love_Like_T2B,medium,"Passion Point is +3.4pp globally on Likeability, but -1.8pp in Market=Australia. Reversal — drill into Market split before briefing."
44ebee8e,Heterogeneity,passion_point,Market,Kazakhstan,Likeability_Love_Like_T2B,medium,"Passion Point is +3.4pp globally on Likeability, but -2.0pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
6886f49b,Heterogeneity,passion_point,Market,Norway,Likeability_Love_Like_T2B,medium,"Passion Point is +3.4pp globally on Likeability, but -1.8pp in Market=Norway. Reversal — drill into Market split before briefing."
efc91fae,Heterogeneity,passion_point,Market,Australia,SCD_score,high,"Passion Point is +2.3pp globally on SCD Score, but -15.3pp in Market=Australia. Reversal — drill into Market split before briefing."
a911b26d,Heterogeneity,passion_point,Market,Chile,SCD_score,medium,"Passion Point is +2.3pp globally on SCD Score, but -1.6pp in Market=Chile. Reversal — drill into Market split before briefing."
8ab547ce,Heterogeneity,passion_point,Market,Germany,SCD_score,high,"Passion Point is +2.3pp globally on SCD Score, but -6.5pp in Market=Germany. Reversal — drill into Market split before briefing."
116adffd,Heterogeneity,passion_point,Market,Egypt,SCD_score,high,"Passion Point is +2.3pp globally on SCD Score, but -4.5pp in Market=Egypt. Reversal — drill into Market split before briefing."
93c30b81,Heterogeneity,passion_point,Market,France,SCD_score,medium,"Passion Point is +2.3pp globally on SCD Score, but -2.6pp in Market=France. Reversal — drill into Market split before briefing."
d4daed57,Heterogeneity,passion_point,Market,Norway,SCD_score,medium,"Passion Point is +2.3pp globally on SCD Score, but -2.7pp in Market=Norway. Reversal — drill into Market split before briefing."
40fd2706,Heterogeneity,intrinsic_elements,Market,China,SCD_score,medium,"Intrinsic Elements is +2.3pp globally on SCD Score, but -2.1pp in Market=China. Reversal — drill into Market split before briefing."
70f70347,Heterogeneity,intrinsic_elements,Market,Nigeria,SCD_score,high,"Intrinsic Elements is +2.3pp globally on SCD Score, but -7.9pp in Market=Nigeria. Reversal — drill into Market split before briefing."
fad8d8c4,Heterogeneity,intrinsic_elements,Market,Pakistan,SCD_score,high,"Intrinsic Elements is +2.3pp globally on SCD Score, but -3.3pp in Market=Pakistan. Reversal — drill into Market split before briefing."
bac98740,Heterogeneity,intrinsic_elements,Market,Turkey,SCD_score,medium,"Intrinsic Elements is +2.3pp globally on SCD Score, but -2.1pp in Market=Turkey. Reversal — drill into Market split before briefing."
e080a63d,Heterogeneity,intrinsic_elements,Market,Vietnam,SCD_score,high,"Intrinsic Elements is +2.3pp globally on SCD Score, but -5.1pp in Market=Vietnam. Reversal — drill into Market split before briefing."
45c44de3,Heterogeneity,food,Market,Australia,Attention_T2B,medium,"Food is +1.8pp globally on Attention, but -2.5pp in Market=Australia. Reversal — drill into Market split before briefing."
752441a6,Heterogeneity,food,Market,Belgium,Attention_T2B,medium,"Food is +1.8pp globally on Attention, but -2.7pp in Market=Belgium. Reversal — drill into Market split before briefing."
87405ca7,Heterogeneity,food,Market,Australia,Persuasion_T2B,medium,"Food is +3.0pp globally on Persuasion, but -1.8pp in Market=Australia. Reversal — drill into Market split before briefing."
d433b446,Heterogeneity,food,Market,Belgium,Persuasion_T2B,medium,"Food is +3.0pp globally on Persuasion, but -2.0pp in Market=Belgium. Reversal — drill into Market split before briefing."
1a6b885c,Heterogeneity,food,Market,Australia,Likeability_Love_Like_T2B,medium,"Food is +3.0pp globally on Likeability, but -1.8pp in Market=Australia. Reversal — drill into Market split before briefing."
45406a09,Heterogeneity,food,Market,Kazakhstan,Likeability_Love_Like_T2B,medium,"Food is +3.0pp globally on Likeability, but -2.1pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
9d6cbadb,Heterogeneity,food,Market,Romania,Likeability_Love_Like_T2B,medium,"Food is +3.0pp globally on Likeability, but -1.6pp in Market=Romania. Reversal — drill into Market split before briefing."
6aa2b074,Heterogeneity,food,Market,Australia,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -13.3pp in Market=Australia. Reversal — drill into Market split before briefing."
39a0ce3f,Heterogeneity,food,Market,Belgium,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -11.1pp in Market=Belgium. Reversal — drill into Market split before briefing."
9d464d53,Heterogeneity,food,Market,Spain,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -7.5pp in Market=Spain. Reversal — drill into Market split before briefing."
23e049ac,Heterogeneity,food,Market,Kazakhstan,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -5.5pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
a65ed905,Heterogeneity,food,Market,Romania,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -4.4pp in Market=Romania. Reversal — drill into Market split before briefing."
cf57173b,Heterogeneity,seasonal,Market,South Korea,Likeability_Love_Like_T2B,medium,"Seasonal is +2.8pp globally on Likeability, but -2.5pp in Market=South Korea. Reversal — drill into Market split before briefing."
d04c5eb2,Heterogeneity,additional_elements_and_product_placement,Market,Argentina,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.0pp in Market=Argentina. Reversal — drill into Market split before briefing."
f84867ca,Heterogeneity,additional_elements_and_product_placement,Market,Spain,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +7.0pp in Market=Spain. Reversal — drill into Market split before briefing."
d155eb4c,Heterogeneity,additional_elements_and_product_placement,Market,France,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +3.9pp in Market=France. Reversal — drill into Market split before briefing."
29dc6021,Heterogeneity,additional_elements_and_product_placement,Market,Italy,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.0pp in Market=Italy. Reversal — drill into Market split before briefing."
88f4c8bf,Heterogeneity,additional_elements_and_product_placement,Market,Kazakhstan,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +26.0pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
3bfc4b19,Heterogeneity,additional_elements_and_product_placement,Market,Mexico,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.6pp in Market=Mexico. Reversal — drill into Market split before briefing."
92b1ffff,Heterogeneity,call_to_action,Market,Mexico,SCD_score,high,"Call To Action is -3.1pp globally on SCD Score, but +5.6pp in Market=Mexico. Reversal — drill into Market split before briefing."
cac0f0a9,Boundary Condition,human_presence,Global,Global,SCD_score,medium,"Human works differently by format on SCD Score: Video=+2.6pp, Print=-1.2pp. Check asset_type interaction before briefing."
d1e87ac9,Boundary Condition,product_presence,Global,Global,Attention_T2B,medium,"Product works differently by format on Attention: Video=+2.3pp, Print=-1.6pp. Check asset_type interaction before briefing."
4702734c,Boundary Condition,product_presence,Global,Global,Likeability_Love_Like_T2B,medium,"Product works differently by format on Likeability: Video=+2.6pp, Print=-0.4pp. Check asset_type interaction before briefing."
81cb35fc,Boundary Condition,product_presence,Global,Global,SCD_score,medium,"Product works differently by format on SCD Score: Video=+4.9pp, Print=-1.1pp. Check asset_type interaction before briefing."
0c80e58b,Boundary Condition,products,Global,Global,Attention_T2B,medium,"Products works differently by format on Attention: Video=+0.9pp, Print=-1.5pp. Check asset_type interaction before briefing."
6c5d3851,Boundary Condition,passion_point,Global,Global,Attention_T2B,medium,"Passion Point works differently by format on Attention: Video=+3.5pp, Print=-0.9pp. Check asset_type interaction before briefing."
7faa24c3,Boundary Condition,passion_point,Global,Global,Persuasion_T2B,medium,"Passion Point works differently by format on Persuasion: Video=+3.4pp, Print=-0.5pp. Check asset_type interaction before briefing."
4b685fa2,Boundary Condition,passion_point,Global,Global,Likeability_Love_Like_T2B,medium,"Passion Point works differently by format on Likeability: Video=+3.5pp, Print=-1.0pp. Check asset_type interaction before briefing."
92f06108,Boundary Condition,intrinsic_elements,Global,Global,Attention_T2B,medium,"Intrinsic Elements works differently by format on Attention: Video=+2.4pp, Print=-0.3pp. Check asset_type interaction before briefing."
ed532454,Boundary Condition,seasonal,Global,Global,Attention_T2B,medium,"Seasonal works differently by format on Attention: Video=+2.8pp, Print=-2.2pp. Check asset_type interaction before briefing."
8d281cea,Boundary Condition,seasonal,Global,Global,Persuasion_T2B,medium,"Seasonal works differently by format on Persuasion: Video=+0.3pp, Print=-5.6pp. Check asset_type interaction before briefing."
8121fbf2,Boundary Condition,seasonal,Global,Global,Likeability_Love_Like_T2B,medium,"Seasonal works differently by format on Likeability: Video=+3.5pp, Print=-2.5pp. Check asset_type interaction before briefing."
a5cbedc3,Boundary Condition,additional_elements_and_product_placement,Global,Global,Attention_T2B,medium,"Additional Elements works differently by format on Attention: Video=+0.9pp, Print=-4.9pp. Check asset_type interaction before briefing."
90789b9c,Boundary Condition,additional_elements_and_product_placement,Global,Global,Persuasion_T2B,medium,"Additional Elements works differently by format on Persuasion: Video=+0.6pp, Print=-6.9pp. Check asset_type interaction before briefing."
1b21ff77,Boundary Condition,additional_elements_and_product_placement,Global,Global,Likeability_Love_Like_T2B,medium,"Additional Elements works differently by format on Likeability: Video=+0.2pp, Print=-6.4pp. Check asset_type interaction before briefing."
07c37ea1,Boundary Condition,additional_elements_and_product_placement,Global,Global,SCD_score,medium,"Additional Elements works differently by format on SCD Score: Video=-3.1pp, Print=+2.7pp. Check asset_type interaction before briefing."
