insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
ad7adf19,OU,INSWA,Feature,tone,Tone,SCD_score,SCD Score,negative,medium,-0.202,-4.68,64,24,53.41,ns,0.41768,"small_sample, multiple_testing_risk",low,Tone is associated with 4.7pp lower SCD Score in OU = INSWA (n=64 with feature; ns). Small sample — treat as directional.
3dff9e5c,OU,INSWA,Feature,products,Products,Attention_T2B,Attention,negative,medium,-0.243,-1.53,76,62,80.21,ns,0.17011,multiple_testing_risk,low,Products is associated with 1.5pp lower Attention in OU = INSWA (n=76 with feature; ns).
d6f0c61a,OU,INSWA,Feature,products,Products,Persuasion_T2B,Persuasion,positive,small,0.016,0.1,76,62,79.09,ns,1.0,multiple_testing_risk,low,Products is associated with 0.1pp higher Persuasion in OU = INSWA (n=76 with feature; ns).
7d9c55c7,OU,INSWA,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,positive,small,0.096,1.28,76,62,71.28,ns,0.53061,multiple_testing_risk,low,Products is associated with 1.3pp higher Likeability in OU = INSWA (n=76 with feature; ns).
35eafd47,OU,INSWA,Feature,products,Products,SCD_score,SCD Score,negative,small,-0.087,-2.05,60,28,51.41,ns,0.73016,"small_sample, multiple_testing_risk",low,Products is associated with 2.1pp lower SCD Score in OU = INSWA (n=60 with feature; ns). Small sample — treat as directional.
85565c39,OU,INSWA,Feature,passion_point,Passion Point,Attention_T2B,Attention,negative,small,-0.076,-0.48,74,64,79.63,ns,0.48781,multiple_testing_risk,low,Passion Point is associated with 0.5pp lower Attention in OU = INSWA (n=74 with feature; ns).
401efa43,OU,INSWA,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,negative,small,-0.007,-0.04,74,64,79.17,ns,0.78959,multiple_testing_risk,low,Passion Point is associated with 0.0pp lower Persuasion in OU = INSWA (n=74 with feature; ns).
8aadbc1a,OU,INSWA,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,negative,small,-0.036,-0.48,74,64,72.24,ns,0.8829,multiple_testing_risk,low,Passion Point is associated with 0.5pp lower Likeability in OU = INSWA (n=74 with feature; ns).
a83d2458,OU,INSWA,Feature,passion_point,Passion Point,SCD_score,SCD Score,negative,small,-0.109,-2.58,64,24,51.88,ns,0.6129,"small_sample, multiple_testing_risk",low,Passion Point is associated with 2.6pp lower SCD Score in OU = INSWA (n=64 with feature; ns). Small sample — treat as directional.
7ceebb01,OU,INSWA,Feature,intrinsic_elements,Intrinsic Elements,Attention_T2B,Attention,negative,medium,-0.356,-2.27,28,110,79.83,ns,0.10465,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 2.3pp lower Attention in OU = INSWA (n=28 with feature; ns). Small sample — treat as directional.
4cd6a297,OU,INSWA,Feature,intrinsic_elements,Intrinsic Elements,Persuasion_T2B,Persuasion,negative,small,-0.073,-0.48,28,110,79.25,ns,0.68158,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.5pp lower Persuasion in OU = INSWA (n=28 with feature; ns). Small sample — treat as directional.
04fb430e,OU,INSWA,Feature,intrinsic_elements,Intrinsic Elements,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.231,-3.12,28,110,72.61,ns,0.19188,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 3.1pp lower Likeability in OU = INSWA (n=28 with feature; ns). Small sample — treat as directional.
8e208b8f,OU,INSWA,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,negative,medium,-0.301,-7.02,24,64,51.92,ns,0.27504,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 7.0pp lower SCD Score in OU = INSWA (n=24 with feature; ns). Small sample — treat as directional.
dd2be2b9,OU,INSWA,Feature,food,Food,Attention_T2B,Attention,negative,medium,-0.326,-2.04,21,117,79.68,ns,0.16907,"small_sample, multiple_testing_risk",low,Food is associated with 2.0pp lower Attention in OU = INSWA (n=21 with feature; ns). Small sample — treat as directional.
cedaad39,OU,INSWA,Feature,food,Food,Persuasion_T2B,Persuasion,negative,medium,-0.207,-1.27,21,117,79.34,ns,0.28598,"small_sample, multiple_testing_risk",low,Food is associated with 1.3pp lower Persuasion in OU = INSWA (n=21 with feature; ns). Small sample — treat as directional.
4244a661,OU,INSWA,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,medium,0.243,2.98,21,117,71.53,ns,0.34594,"small_sample, multiple_testing_risk",low,Food is associated with 3.0pp higher Likeability in OU = INSWA (n=21 with feature; ns). Small sample — treat as directional.
f2cd2e6d,OU,INSWA,Feature,food,Food,SCD_score,SCD Score,negative,large,-0.72,-16.16,16,72,52.94,*,0.01189,"small_sample, multiple_testing_risk",low,Food is associated with 16.2pp lower SCD Score in OU = INSWA (n=16 with feature; *). Small sample — treat as directional.
c15c9b5b,OU,INSWA,Feature,seasonal,Seasonal,Attention_T2B,Attention,positive,small,0.156,1.0,15,123,79.26,ns,0.53813,"small_sample, multiple_testing_risk",low,Seasonal is associated with 1.0pp higher Attention in OU = INSWA (n=15 with feature; ns). Small sample — treat as directional.
3d77915f,OU,INSWA,Feature,seasonal,Seasonal,Persuasion_T2B,Persuasion,negative,small,-0.1,-0.63,15,123,79.22,ns,0.82141,"small_sample, multiple_testing_risk",low,Seasonal is associated with 0.6pp lower Persuasion in OU = INSWA (n=15 with feature; ns). Small sample — treat as directional.
c9d4994c,OU,INSWA,Feature,seasonal,Seasonal,Likeability_Love_Like_T2B,Likeability,negative,small,-0.062,-0.83,15,123,72.07,ns,0.94546,"small_sample, multiple_testing_risk",low,Seasonal is associated with 0.8pp lower Likeability in OU = INSWA (n=15 with feature; ns). Small sample — treat as directional.
b5aabcb3,OU,INSWA,Feature,seasonal,Seasonal,SCD_score,SCD Score,positive,small,0.057,1.34,12,76,49.82,ns,0.74268,"small_sample, multiple_testing_risk",low,Seasonal is associated with 1.3pp higher SCD Score in OU = INSWA (n=12 with feature; ns). Small sample — treat as directional.
678d00ee,OU,INSWA,Feature,additional_elements_and_product_placement,Additional Elements,Attention_T2B,Attention,negative,small,-0.152,-0.91,25,113,79.53,ns,0.40698,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.9pp lower Attention in OU = INSWA (n=25 with feature; ns). Small sample — treat as directional.
ad3e0135,OU,INSWA,Feature,additional_elements_and_product_placement,Additional Elements,Persuasion_T2B,Persuasion,negative,small,-0.132,-0.83,25,113,79.3,ns,0.77376,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.8pp lower Persuasion in OU = INSWA (n=25 with feature; ns). Small sample — treat as directional.
78936923,OU,INSWA,Feature,additional_elements_and_product_placement,Additional Elements,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.287,-3.97,25,113,72.7,ns,0.14907,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 4.0pp lower Likeability in OU = INSWA (n=25 with feature; ns). Small sample — treat as directional.
ee89c1a6,OU,INSWA,Feature,additional_elements_and_product_placement,Additional Elements,SCD_score,SCD Score,negative,small,-0.003,-0.06,20,68,50.02,ns,0.98808,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.1pp lower SCD Score in OU = INSWA (n=20 with feature; ns). Small sample — treat as directional.
7bd57290,OU,INSWA,Feature,call_to_action,Call To Action,Attention_T2B,Attention,negative,small,-0.171,-1.12,10,128,79.45,ns,0.78954,"small_sample, multiple_testing_risk",low,Call To Action is associated with 1.1pp lower Attention in OU = INSWA (n=10 with feature; ns). Small sample — treat as directional.
1bfc6011,OU,INSWA,Feature,call_to_action,Call To Action,Persuasion_T2B,Persuasion,negative,small,-0.147,-0.96,10,128,79.22,ns,0.65445,"small_sample, multiple_testing_risk",low,Call To Action is associated with 1.0pp lower Persuasion in OU = INSWA (n=10 with feature; ns). Small sample — treat as directional.
e06c6578,OU,INSWA,Feature,call_to_action,Call To Action,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.327,-4.46,10,128,72.3,ns,0.19302,"small_sample, multiple_testing_risk",low,Call To Action is associated with 4.5pp lower Likeability in OU = INSWA (n=10 with feature; ns). Small sample — treat as directional.
b5a30f41,OU,INSWA,Feature,call_to_action,Call To Action,SCD_score,SCD Score,negative,large,-0.693,-14.59,8,80,51.33,ns,0.09084,"small_sample, multiple_testing_risk, low_value_presence",low,Call To Action is associated with 14.6pp lower SCD Score in OU = INSWA (n=8 with feature; ns). Small sample — treat as directional.
d5563fcd,OU,JSK,Feature,human_presence,Human,Attention_T2B,Attention,positive,medium,0.322,2.55,254,79,29.86,*,0.03421,multiple_testing_risk,medium,Human is associated with 2.6pp higher Attention in OU = JSK (n=254 with feature; *).
c78da90b,OU,JSK,Feature,human_presence,Human,Persuasion_T2B,Persuasion,positive,medium,0.308,2.56,254,79,31.95,*,0.04721,multiple_testing_risk,medium,Human is associated with 2.6pp higher Persuasion in OU = JSK (n=254 with feature; *).
735030e1,OU,JSK,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,medium,0.405,3.53,254,79,26.85,**,0.00811,multiple_testing_risk,high,Human is associated with 3.5pp higher Likeability in OU = JSK (n=254 with feature; **).
d167106a,OU,JSK,Feature,human_presence,Human,SCD_score,SCD Score,negative,small,-0.012,-0.27,252,73,49.82,ns,0.8237,multiple_testing_risk,low,Human is associated with 0.3pp lower SCD Score in OU = JSK (n=252 with feature; ns).
639bdf40,OU,JSK,Feature,food_presence,Food,Attention_T2B,Attention,positive,small,0.12,1.03,71,262,31.58,ns,0.28929,multiple_testing_risk,low,Food is associated with 1.0pp higher Attention in OU = JSK (n=71 with feature; ns).
a4298476,OU,JSK,Feature,food_presence,Food,Persuasion_T2B,Persuasion,positive,medium,0.362,3.3,71,262,33.19,*,0.01024,multiple_testing_risk,medium,Food is associated with 3.3pp higher Persuasion in OU = JSK (n=71 with feature; *).
db3ecc1e,OU,JSK,Feature,food_presence,Food,Likeability_Love_Like_T2B,Likeability,positive,small,0.18,1.73,71,262,29.18,ns,0.27073,multiple_testing_risk,low,Food is associated with 1.7pp higher Likeability in OU = JSK (n=71 with feature; ns).
4aa98bb6,OU,JSK,Feature,food_presence,Food,SCD_score,SCD Score,positive,medium,0.36,8.8,70,255,47.71,*,0.01667,multiple_testing_risk,medium,Food is associated with 8.8pp higher SCD Score in OU = JSK (n=70 with feature; *).
9286eee2,OU,JSK,Feature,product_presence,Product,Attention_T2B,Attention,negative,medium,-0.346,-2.92,195,138,33.52,**,0.00103,multiple_testing_risk,high,Product is associated with 2.9pp lower Attention in OU = JSK (n=195 with feature; **).
0bcaa8dc,OU,JSK,Feature,product_presence,Product,Persuasion_T2B,Persuasion,negative,small,-0.179,-1.6,195,138,34.83,*,0.03274,multiple_testing_risk,medium,Product is associated with 1.6pp lower Persuasion in OU = JSK (n=195 with feature; *).
54e3d5d4,OU,JSK,Feature,product_presence,Product,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.22,-2.08,195,138,30.76,*,0.02868,multiple_testing_risk,medium,Product is associated with 2.1pp lower Likeability in OU = JSK (n=195 with feature; *).
52fb3df0,OU,JSK,Feature,product_presence,Product,SCD_score,SCD Score,positive,small,0.016,0.38,193,132,49.38,ns,0.92196,multiple_testing_risk,low,Product is associated with 0.4pp higher SCD Score in OU = JSK (n=193 with feature; ns).
c366b96b,OU,JSK,Feature,animatics_cartoons_presence,Animatics Cartoons,Attention_T2B,Attention,negative,medium,-0.382,-2.69,28,305,32.03,ns,0.27655,"small_sample, multiple_testing_risk",low,Animatics Cartoons is associated with 2.7pp lower Attention in OU = JSK (n=28 with feature; ns). Small sample — treat as directional.
f3a2fe85,OU,JSK,Feature,animatics_cartoons_presence,Animatics Cartoons,Persuasion_T2B,Persuasion,negative,large,-0.57,-4.26,28,305,34.25,*,0.01895,"small_sample, multiple_testing_risk",medium,Animatics Cartoons is associated with 4.3pp lower Persuasion in OU = JSK (n=28 with feature; *). Small sample — treat as directional.
612a2c48,OU,JSK,Feature,animatics_cartoons_presence,Animatics Cartoons,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.324,-2.63,28,305,29.77,ns,0.30173,"small_sample, multiple_testing_risk",low,Animatics Cartoons is associated with 2.6pp lower Likeability in OU = JSK (n=28 with feature; ns). Small sample — treat as directional.
a4e8450c,OU,JSK,Feature,animatics_cartoons_presence,Animatics Cartoons,SCD_score,SCD Score,negative,medium,-0.279,-6.29,28,297,50.15,ns,0.2184,"small_sample, multiple_testing_risk",low,Animatics Cartoons is associated with 6.3pp lower SCD Score in OU = JSK (n=28 with feature; ns). Small sample — treat as directional.
f1f81a4d,OU,JSK,Feature,animals_and_pets_presence,Animals And Pets,Attention_T2B,Attention,positive,large,0.594,4.84,22,311,31.48,**,0.00495,"small_sample, multiple_testing_risk",medium,Animals And Pets is associated with 4.8pp higher Attention in OU = JSK (n=22 with feature; **). Small sample — treat as directional.
f0181b68,OU,JSK,Feature,animals_and_pets_presence,Animals And Pets,Persuasion_T2B,Persuasion,positive,large,0.511,4.35,22,311,33.61,**,0.00936,"small_sample, multiple_testing_risk",medium,Animals And Pets is associated with 4.3pp higher Persuasion in OU = JSK (n=22 with feature; **). Small sample — treat as directional.
e8d671ff,OU,JSK,Feature,animals_and_pets_presence,Animals And Pets,Likeability_Love_Like_T2B,Likeability,positive,large,0.767,7.04,22,311,29.08,***,0.00067,"small_sample, multiple_testing_risk",medium,Animals And Pets is associated with 7.0pp higher Likeability in OU = JSK (n=22 with feature; ***). Small sample — treat as directional.
d683d63f,OU,JSK,Feature,animals_and_pets_presence,Animals And Pets,SCD_score,SCD Score,positive,medium,0.487,12.11,21,304,48.82,*,0.04357,"small_sample, multiple_testing_risk",medium,Animals And Pets is associated with 12.1pp higher SCD Score in OU = JSK (n=21 with feature; *). Small sample — treat as directional.
b3a51321,OU,JSK,Feature,indoors,Indoors,Attention_T2B,Attention,positive,medium,0.25,2.22,99,234,31.14,ns,0.06307,multiple_testing_risk,low,Indoors is associated with 2.2pp higher Attention in OU = JSK (n=99 with feature; ns).
7e01bbd9,OU,JSK,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,positive,medium,0.226,2.13,99,234,33.26,ns,0.0988,multiple_testing_risk,low,Indoors is associated with 2.1pp higher Persuasion in OU = JSK (n=99 with feature; ns).
3b2258a2,OU,JSK,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.214,2.08,99,234,28.92,ns,0.13264,multiple_testing_risk,low,Indoors is associated with 2.1pp higher Likeability in OU = JSK (n=99 with feature; ns).
451db30f,OU,JSK,Feature,indoors,Indoors,SCD_score,SCD Score,positive,small,0.119,2.92,98,227,48.72,ns,0.321,multiple_testing_risk,low,Indoors is associated with 2.9pp higher SCD Score in OU = JSK (n=98 with feature; ns).
25680a40,OU,JSK,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,medium,0.276,2.28,63,270,31.37,**,0.00888,multiple_testing_risk,high,Outdoors is associated with 2.3pp higher Attention in OU = JSK (n=63 with feature; **).
0f276bf2,OU,JSK,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,small,0.104,0.9,63,270,33.73,ns,0.25362,multiple_testing_risk,low,Outdoors is associated with 0.9pp higher Persuasion in OU = JSK (n=63 with feature; ns).
a38c8e99,OU,JSK,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.434,3.95,63,270,28.8,***,0.00051,multiple_testing_risk,high,Outdoors is associated with 4.0pp higher Likeability in OU = JSK (n=63 with feature; ***).
eab11bfe,OU,JSK,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,small,0.077,1.8,63,262,49.25,ns,0.62268,multiple_testing_risk,low,Outdoors is associated with 1.8pp higher SCD Score in OU = JSK (n=63 with feature; ns).
6c486f27,OU,JSK,Feature,color_spectrum,Color Spectrum,Attention_T2B,Attention,positive,medium,0.248,1.99,294,39,30.05,ns,0.23249,multiple_testing_risk,low,Color Spectrum is associated with 2.0pp higher Attention in OU = JSK (n=294 with feature; ns).
169138ad,OU,JSK,Feature,color_spectrum,Color Spectrum,Persuasion_T2B,Persuasion,positive,small,0.172,1.47,294,39,32.6,ns,0.4883,multiple_testing_risk,low,Color Spectrum is associated with 1.5pp higher Persuasion in OU = JSK (n=294 with feature; ns).
a203f18c,OU,JSK,Feature,color_spectrum,Color Spectrum,Likeability_Love_Like_T2B,Likeability,positive,medium,0.286,2.52,294,39,27.32,ns,0.18518,multiple_testing_risk,low,Color Spectrum is associated with 2.5pp higher Likeability in OU = JSK (n=294 with feature; ns).
90279fa3,OU,JSK,Feature,color_spectrum,Color Spectrum,SCD_score,SCD Score,positive,medium,0.329,7.98,290,35,42.49,ns,0.08654,multiple_testing_risk,low,Color Spectrum is associated with 8.0pp higher SCD Score in OU = JSK (n=290 with feature; ns).
fbd98b10,OU,JSK,Feature,tone,Tone,Attention_T2B,Attention,positive,medium,0.459,3.99,106,227,30.53,***,0.00014,multiple_testing_risk,high,Tone is associated with 4.0pp higher Attention in OU = JSK (n=106 with feature; ***).
40c35e3f,OU,JSK,Feature,tone,Tone,Persuasion_T2B,Persuasion,positive,medium,0.414,3.86,106,227,32.67,**,0.00427,multiple_testing_risk,high,Tone is associated with 3.9pp higher Persuasion in OU = JSK (n=106 with feature; **).
9b76ba79,OU,JSK,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,positive,large,0.572,5.42,106,227,27.82,***,1e-05,multiple_testing_risk,high,Tone is associated with 5.4pp higher Likeability in OU = JSK (n=106 with feature; ***).
45b5af68,OU,JSK,Feature,tone,Tone,SCD_score,SCD Score,positive,medium,0.264,6.37,102,223,47.61,*,0.02965,multiple_testing_risk,medium,Tone is associated with 6.4pp higher SCD Score in OU = JSK (n=102 with feature; *).
a39e8a30,OU,JSK,Feature,products,Products,Attention_T2B,Attention,negative,medium,-0.217,-1.84,150,183,32.63,*,0.04929,multiple_testing_risk,medium,Products is associated with 1.8pp lower Attention in OU = JSK (n=150 with feature; *).
0355c70e,OU,JSK,Feature,products,Products,Persuasion_T2B,Persuasion,positive,small,0.0,0.0,150,183,33.89,ns,0.79554,multiple_testing_risk,low,Products is associated with 0.0pp higher Persuasion in OU = JSK (n=150 with feature; ns).
c16473f7,OU,JSK,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,negative,small,-0.013,-0.12,150,183,29.6,ns,0.93845,multiple_testing_risk,low,Products is associated with 0.1pp lower Likeability in OU = JSK (n=150 with feature; ns).
3c0d8b4c,OU,JSK,Feature,products,Products,SCD_score,SCD Score,positive,small,0.062,1.52,149,176,48.91,ns,0.58169,multiple_testing_risk,low,Products is associated with 1.5pp higher SCD Score in OU = JSK (n=149 with feature; ns).
a13be10d,OU,JSK,Feature,occasions,Occasions,Attention_T2B,Attention,positive,large,0.759,6.82,64,269,30.49,***,0.0,multiple_testing_risk,high,Occasions is associated with 6.8pp higher Attention in OU = JSK (n=64 with feature; ***).
8701b821,OU,JSK,Feature,occasions,Occasions,Persuasion_T2B,Persuasion,positive,large,0.686,6.43,64,269,32.66,***,1e-05,multiple_testing_risk,high,Occasions is associated with 6.4pp higher Persuasion in OU = JSK (n=64 with feature; ***).
027466d5,OU,JSK,Feature,occasions,Occasions,Likeability_Love_Like_T2B,Likeability,positive,large,0.751,7.3,64,269,28.14,***,0.0,multiple_testing_risk,high,Occasions is associated with 7.3pp higher Likeability in OU = JSK (n=64 with feature; ***).
777c3921,OU,JSK,Feature,occasions,Occasions,SCD_score,SCD Score,positive,large,0.512,12.05,64,261,47.23,***,0.00048,multiple_testing_risk,high,Occasions is associated with 12.1pp higher SCD Score in OU = JSK (n=64 with feature; ***).
b95d2b6c,OU,JSK,Feature,passion_point,Passion Point,Attention_T2B,Attention,positive,small,0.182,1.66,98,235,31.32,ns,0.42807,multiple_testing_risk,low,Passion Point is associated with 1.7pp higher Attention in OU = JSK (n=98 with feature; ns).
885bd42b,OU,JSK,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,positive,medium,0.281,2.7,98,235,33.1,*,0.04614,multiple_testing_risk,medium,Passion Point is associated with 2.7pp higher Persuasion in OU = JSK (n=98 with feature; *).
d481ef34,OU,JSK,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,positive,small,0.192,1.93,98,235,28.98,ns,0.29553,multiple_testing_risk,low,Passion Point is associated with 1.9pp higher Likeability in OU = JSK (n=98 with feature; ns).
3e42536f,OU,JSK,Feature,passion_point,Passion Point,SCD_score,SCD Score,positive,small,0.111,2.74,96,229,48.79,ns,0.34618,multiple_testing_risk,low,Passion Point is associated with 2.7pp higher SCD Score in OU = JSK (n=96 with feature; ns).
f5f72af0,OU,JSK,Feature,intrinsic_elements,Intrinsic Elements,Attention_T2B,Attention,positive,small,0.118,1.09,79,254,31.55,ns,0.93548,multiple_testing_risk,low,Intrinsic Elements is associated with 1.1pp higher Attention in OU = JSK (n=79 with feature; ns).
15b9ad09,OU,JSK,Feature,intrinsic_elements,Intrinsic Elements,Persuasion_T2B,Persuasion,positive,medium,0.305,2.96,79,254,33.2,ns,0.0842,multiple_testing_risk,low,Intrinsic Elements is associated with 3.0pp higher Persuasion in OU = JSK (n=79 with feature; ns).
8fb9b777,OU,JSK,Feature,intrinsic_elements,Intrinsic Elements,Likeability_Love_Like_T2B,Likeability,positive,medium,0.229,2.29,79,254,29.0,ns,0.21856,multiple_testing_risk,low,Intrinsic Elements is associated with 2.3pp higher Likeability in OU = JSK (n=79 with feature; ns).
404a85af,OU,JSK,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,positive,small,0.162,3.98,79,246,48.64,ns,0.27754,multiple_testing_risk,low,Intrinsic Elements is associated with 4.0pp higher SCD Score in OU = JSK (n=79 with feature; ns).
751e7395,OU,JSK,Feature,food,Food,Attention_T2B,Attention,negative,small,-0.019,-0.16,98,235,31.85,ns,0.79936,multiple_testing_risk,low,Food is associated with 0.2pp lower Attention in OU = JSK (n=98 with feature; ns).
a894ebc3,OU,JSK,Feature,food,Food,Persuasion_T2B,Persuasion,positive,medium,0.293,2.7,98,235,33.1,*,0.04802,multiple_testing_risk,medium,Food is associated with 2.7pp higher Persuasion in OU = JSK (n=98 with feature; *).
e3849fae,OU,JSK,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,small,0.116,1.11,98,235,29.22,ns,0.55508,multiple_testing_risk,low,Food is associated with 1.1pp higher Likeability in OU = JSK (n=98 with feature; ns).
e45a6e2c,OU,JSK,Feature,food,Food,SCD_score,SCD Score,positive,medium,0.257,6.43,97,228,47.68,*,0.04375,multiple_testing_risk,medium,Food is associated with 6.4pp higher SCD Score in OU = JSK (n=97 with feature; *).
05a89f5a,OU,JSK,Feature,seasonal,Seasonal,Attention_T2B,Attention,positive,large,0.802,6.59,27,306,31.27,***,8e-05,"small_sample, multiple_testing_risk",medium,Seasonal is associated with 6.6pp higher Attention in OU = JSK (n=27 with feature; ***). Small sample — treat as directional.
ee73036f,OU,JSK,Feature,seasonal,Seasonal,Persuasion_T2B,Persuasion,positive,medium,0.408,3.48,27,306,33.61,*,0.02505,"small_sample, multiple_testing_risk",medium,Seasonal is associated with 3.5pp higher Persuasion in OU = JSK (n=27 with feature; *). Small sample — treat as directional.
97d3b66d,OU,JSK,Feature,seasonal,Seasonal,Likeability_Love_Like_T2B,Likeability,positive,large,0.709,6.29,27,306,29.03,***,0.00033,"small_sample, multiple_testing_risk",medium,Seasonal is associated with 6.3pp higher Likeability in OU = JSK (n=27 with feature; ***). Small sample — treat as directional.
eca1712b,OU,JSK,Feature,seasonal,Seasonal,SCD_score,SCD Score,positive,medium,0.348,8.81,27,298,48.87,ns,0.0748,"small_sample, multiple_testing_risk",low,Seasonal is associated with 8.8pp higher SCD Score in OU = JSK (n=27 with feature; ns). Small sample — treat as directional.
72fad54b,OU,JSK,Feature,additional_elements_and_product_placement,Additional Elements,Attention_T2B,Attention,negative,large,-0.865,-6.51,11,322,32.02,**,0.00975,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 6.5pp lower Attention in OU = JSK (n=11 with feature; **). Small sample — treat as directional.
097aa744,OU,JSK,Feature,additional_elements_and_product_placement,Additional Elements,Persuasion_T2B,Persuasion,negative,large,-0.863,-7.5,11,322,34.14,*,0.01835,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 7.5pp lower Persuasion in OU = JSK (n=11 with feature; *). Small sample — treat as directional.
9bb913fa,OU,JSK,Feature,additional_elements_and_product_placement,Additional Elements,Likeability_Love_Like_T2B,Likeability,negative,large,-1.147,-9.49,11,322,29.86,***,0.00091,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 9.5pp lower Likeability in OU = JSK (n=11 with feature; ***). Small sample — treat as directional.
49399550,OU,JSK,Feature,additional_elements_and_product_placement,Additional Elements,SCD_score,SCD Score,negative,large,-0.765,-19.39,11,314,50.26,*,0.01304,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 19.4pp lower SCD Score in OU = JSK (n=11 with feature; *). Small sample — treat as directional.
d6f6a264,OU,JSK,Feature,emotions,Emotions,Attention_T2B,Attention,positive,small,0.077,0.65,16,317,31.77,ns,0.62716,"small_sample, multiple_testing_risk",low,Emotions is associated with 0.7pp higher Attention in OU = JSK (n=16 with feature; ns). Small sample — treat as directional.
c90c2e24,OU,JSK,Feature,emotions,Emotions,Persuasion_T2B,Persuasion,positive,medium,0.286,2.93,16,317,33.76,ns,0.28525,"small_sample, multiple_testing_risk",low,Emotions is associated with 2.9pp higher Persuasion in OU = JSK (n=16 with feature; ns). Small sample — treat as directional.
e161a71d,OU,JSK,Feature,emotions,Emotions,Likeability_Love_Like_T2B,Likeability,positive,medium,0.361,3.59,16,317,29.37,ns,0.16596,"small_sample, multiple_testing_risk",low,Emotions is associated with 3.6pp higher Likeability in OU = JSK (n=16 with feature; ns). Small sample — treat as directional.
5f02002b,OU,JSK,Feature,emotions,Emotions,SCD_score,SCD Score,positive,medium,0.381,9.02,16,309,49.16,ns,0.12549,"small_sample, multiple_testing_risk",low,Emotions is associated with 9.0pp higher SCD Score in OU = JSK (n=16 with feature; ns). Small sample — treat as directional.
da8e12d0,OU,EME,Feature,human_presence,Human,Attention_T2B,Attention,positive,small,0.145,1.04,162,76,70.48,ns,0.28768,multiple_testing_risk,low,Human is associated with 1.0pp higher Attention in OU = EME (n=162 with feature; ns).
b5449eb8,OU,EME,Feature,human_presence,Human,Persuasion_T2B,Persuasion,positive,small,0.08,0.61,162,76,69.27,ns,0.49552,multiple_testing_risk,low,Human is associated with 0.6pp higher Persuasion in OU = EME (n=162 with feature; ns).
30ae22bc,OU,EME,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,medium,0.283,2.85,162,76,65.96,ns,0.10168,multiple_testing_risk,low,Human is associated with 2.9pp higher Likeability in OU = EME (n=162 with feature; ns).
d29328d0,OU,EME,Feature,human_presence,Human,SCD_score,SCD Score,negative,small,-0.033,-0.86,161,71,50.59,ns,0.78341,multiple_testing_risk,low,Human is associated with 0.9pp lower SCD Score in OU = EME (n=161 with feature; ns).
555aafb0,OU,EME,Feature,food_presence,Food,Attention_T2B,Attention,positive,medium,0.28,1.92,88,150,70.48,*,0.03991,multiple_testing_risk,medium,Food is associated with 1.9pp higher Attention in OU = EME (n=88 with feature; *).
7f6788d3,OU,EME,Feature,food_presence,Food,Persuasion_T2B,Persuasion,positive,medium,0.249,1.83,88,150,69.01,ns,0.05584,multiple_testing_risk,low,Food is associated with 1.8pp higher Persuasion in OU = EME (n=88 with feature; ns).
